2019-01-15 17:10:12.305000: E tensorflow/stream_executor/cuda/cuda_driver.cc:397] failed call to cuInit: CUDA_ERROR_NO_DEVICE
2019-01-15 17:10:12.305132: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:145] kernel driver does not appear to be running on this host (tegra-ubuntu): /proc/driver/nvidia/version does not exist
DNN is on
verbose: 1
Initilize NULL camera. (320 x 240)
camera init completed.
Load TF
Load Model
/home/nvidia/ssd/gits/sandbox/deeppicar/models/model-5conv_3fc-ittc_room.ckpt
Done..
[ 378] 7.580: took 19.166 ms
[ 379] 7.600: took 19.203 ms
[ 380] 7.620: took 19.160 ms
[ 381] 7.640: took 18.995 ms
[ 382] 7.660: took 18.794 ms
[ 383] 7.680: took 18.988 ms
[ 384] 7.700: took 18.961 ms
[ 385] 7.720: took 18.924 ms
[ 386] 7.740: took 18.864 ms
[ 387] 7.760: took 18.991 ms
[ 388] 7.780: took 18.954 ms
[ 389] 7.800: took 19.045 ms
[ 390] 7.820: took 19.103 ms
[ 391] 7.840: took 18.913 ms
[ 392] 7.860: took 19.040 ms
[ 393] 7.880: took 19.162 ms
[ 394] 7.900: took 18.779 ms
[ 395] 7.920: took 19.199 ms
[ 396] 7.940: took 19.137 ms
[ 397] 7.960: took 19.071 ms
[ 398] 7.980: took 19.138 ms
[ 399] 8.000: took 19.149 ms
[ 400] 8.020: took 18.927 ms
[ 401] 8.040: took 19.167 ms
[ 402] 8.060: took 19.387 ms
[ 403] 8.080: took 19.165 ms
[ 404] 8.100: took 19.113 ms
[ 405] 8.120: took 19.133 ms
[ 406] 8.140: took 19.398 ms
[ 407] 8.160: took 19.110 ms
[ 408] 8.180: took 19.030 ms
[ 409] 8.200: took 19.340 ms
[ 410] 8.220: took 19.106 ms
[ 411] 8.240: took 18.942 ms
[ 412] 8.260: took 18.952 ms
[ 413] 8.280: took 19.055 ms
[ 414] 8.300: took 19.037 ms
[ 415] 8.320: took 19.160 ms
[ 416] 8.340: took 19.048 ms
[ 417] 8.360: took 18.751 ms
[ 418] 8.380: took 19.229 ms
[ 419] 8.400: took 19.135 ms
[ 420] 8.420: took 19.115 ms
[ 421] 8.440: took 19.293 ms
[ 422] 8.460: took 19.064 ms
[ 423] 8.480: took 19.136 ms
[ 424] 8.500: took 18.997 ms
[ 425] 8.520: took 19.195 ms
[ 426] 8.540: took 18.964 ms
[ 427] 8.560: took 19.253 ms
[ 428] 8.580: took 18.971 ms
[ 429] 8.600: took 19.735 ms
[ 430] 8.620: took 19.105 ms
[ 431] 8.640: took 19.226 ms
[ 432] 8.660: took 19.177 ms
[ 433] 8.680: took 19.023 ms
[ 434] 8.700: took 19.146 ms
[ 435] 8.720: took 19.106 ms
[ 436] 8.740: took 19.100 ms
[ 437] 8.760: took 19.171 ms
[ 438] 8.780: took 19.189 ms
[ 439] 8.800: took 19.293 ms
[ 440] 8.820: took 18.745 ms
[ 441] 8.840: took 19.228 ms
[ 442] 8.860: took 19.197 ms
[ 443] 8.880: took 19.231 ms
[ 444] 8.900: took 19.074 ms
[ 445] 8.920: took 19.038 ms
[ 446] 8.940: took 19.032 ms
[ 447] 8.960: took 19.189 ms
[ 448] 8.980: took 19.166 ms
[ 449] 9.000: took 18.894 ms
[ 450] 9.020: took 19.148 ms
[ 451] 9.040: took 19.109 ms
[ 452] 9.060: took 18.849 ms
[ 453] 9.080: took 19.247 ms
[ 454] 9.100: took 19.141 ms
[ 455] 9.120: took 18.926 ms
[ 456] 9.140: took 18.902 ms
[ 457] 9.160: took 19.044 ms
[ 458] 9.180: took 18.999 ms
[ 459] 9.200: took 19.157 ms
[ 460] 9.220: took 18.897 ms
[ 461] 9.240: took 19.184 ms
[ 462] 9.260: took 19.205 ms
[ 463] 9.280: took 19.621 ms
[ 464] 9.300: took 19.097 ms
[ 465] 9.320: took 19.294 ms
[ 466] 9.340: took 19.110 ms
[ 467] 9.360: took 19.258 ms
[ 468] 9.380: took 19.014 ms
[ 469] 9.400: took 19.036 ms
[ 470] 9.420: took 19.112 ms
[ 471] 9.440: took 19.321 ms
[ 472] 9.460: took 18.876 ms
[ 473] 9.480: took 19.242 ms
[ 474] 9.500: took 18.976 ms
[ 475] 9.520: took 18.766 ms
[ 476] 9.540: took 19.121 ms
[ 477] 9.560: took 18.871 ms
[ 478] 9.580: took 19.175 ms
[ 479] 9.600: took 19.101 ms
[ 480] 9.620: took 19.092 ms
[ 481] 9.640: took 19.016 ms
[ 482] 9.660: took 18.998 ms
[ 483] 9.680: took 19.329 ms
[ 484] 9.700: took 19.182 ms
[ 485] 9.720: took 19.130 ms
[ 486] 9.740: took 18.731 ms
[ 487] 9.760: took 19.190 ms
[ 488] 9.780: took 18.999 ms
[ 489] 9.800: took 19.047 ms
[ 490] 9.820: took 19.235 ms
[ 491] 9.840: took 19.188 ms
[ 492] 9.860: took 19.240 ms
[ 493] 9.880: took 19.118 ms
[ 494] 9.900: took 19.057 ms
[ 495] 9.920: took 19.166 ms
[ 496] 9.940: took 19.044 ms
[ 497] 9.960: took 19.215 ms
[ 498] 9.980: took 19.186 ms
[ 499] 10.000: took 19.153 ms
[ 500] 10.020: took 19.020 ms
[ 501] 10.040: took 19.131 ms
[ 502] 10.060: took 18.936 ms
[ 503] 10.080: took 19.179 ms
[ 504] 10.100: took 19.207 ms
[ 505] 10.120: took 18.967 ms
[ 506] 10.140: took 18.848 ms
[ 507] 10.160: took 19.239 ms
[ 508] 10.180: took 19.125 ms
[ 509] 10.200: took 19.634 ms
[ 510] 10.220: took 19.207 ms
[ 511] 10.240: took 19.544 ms
[ 512] 10.260: took 19.147 ms
[ 513] 10.280: took 19.140 ms
[ 514] 10.300: took 19.234 ms
[ 515] 10.320: took 19.475 ms
[ 516] 10.340: took 19.277 ms
[ 517] 10.360: took 19.108 ms
[ 518] 10.380: took 19.138 ms
[ 519] 10.400: took 19.175 ms
[ 520] 10.420: took 19.119 ms
[ 521] 10.440: took 19.271 ms
[ 522] 10.460: took 18.826 ms
[ 523] 10.480: took 19.018 ms
[ 524] 10.500: took 18.898 ms
[ 525] 10.520: took 18.996 ms
[ 526] 10.540: took 18.964 ms
[ 527] 10.560: took 18.918 ms
[ 528] 10.580: took 18.940 ms
[ 529] 10.600: took 19.300 ms
[ 530] 10.620: took 18.991 ms
[ 531] 10.640: took 19.187 ms
[ 532] 10.660: took 19.241 ms
[ 533] 10.680: took 18.639 ms
[ 534] 10.700: took 19.233 ms
[ 535] 10.720: took 19.073 ms
[ 536] 10.740: took 19.045 ms
[ 537] 10.760: took 19.047 ms
[ 538] 10.780: took 18.999 ms
[ 539] 10.800: took 19.002 ms
[ 540] 10.820: took 19.046 ms
[ 541] 10.840: took 19.086 ms
[ 542] 10.860: took 18.911 ms
[ 543] 10.880: took 19.014 ms
[ 544] 10.900: took 18.898 ms
[ 545] 10.920: took 19.049 ms
[ 546] 10.940: took 19.070 ms
[ 547] 10.960: took 19.071 ms
[ 548] 10.980: took 18.939 ms
[ 549] 11.000: took 18.902 ms
[ 550] 11.020: took 18.873 ms
[ 551] 11.040: took 18.837 ms
[ 552] 11.060: took 18.873 ms
[ 553] 11.080: took 18.972 ms
[ 554] 11.100: took 19.134 ms
[ 555] 11.120: took 19.008 ms
[ 556] 11.140: took 19.446 ms
[ 557] 11.160: took 19.199 ms
[ 558] 11.180: took 19.177 ms
[ 559] 11.200: took 19.321 ms
[ 560] 11.220: took 18.867 ms
[ 561] 11.240: took 19.217 ms
[ 562] 11.260: took 19.129 ms
[ 563] 11.280: took 19.107 ms
[ 564] 11.300: took 18.855 ms
[ 565] 11.320: took 19.185 ms
[ 566] 11.340: took 19.029 ms
[ 567] 11.360: took 19.131 ms
[ 568] 11.380: took 19.060 ms
[ 569] 11.400: took 18.884 ms
[ 570] 11.420: took 18.885 ms
[ 571] 11.440: took 19.096 ms
[ 572] 11.460: took 19.055 ms
[ 573] 11.480: took 19.304 ms
[ 574] 11.500: took 18.954 ms
[ 575] 11.520: took 19.132 ms
[ 576] 11.540: took 19.096 ms
[ 577] 11.560: took 19.125 ms
[ 578] 11.580: took 19.146 ms
[ 579] 11.600: took 19.246 ms
[ 580] 11.620: took 18.950 ms
[ 581] 11.640: took 19.170 ms
[ 582] 11.660: took 19.154 ms
[ 583] 11.680: took 19.081 ms
[ 584] 11.700: took 18.891 ms
[ 585] 11.720: took 19.340 ms
[ 586] 11.740: took 19.192 ms
[ 587] 11.760: took 19.029 ms
[ 588] 11.780: took 19.097 ms
[ 589] 11.800: took 19.091 ms
[ 590] 11.820: took 19.091 ms
[ 591] 11.840: took 19.106 ms
[ 592] 11.860: took 18.994 ms
[ 593] 11.880: took 19.087 ms
[ 594] 11.900: took 19.139 ms
[ 595] 11.920: took 19.085 ms
[ 596] 11.940: took 18.926 ms
[ 597] 11.960: took 18.981 ms
[ 598] 11.980: took 19.094 ms
[ 599] 12.000: took 19.083 ms
[ 600] 12.020: took 19.284 ms
[ 601] 12.040: took 19.336 ms
[ 602] 12.060: took 19.620 ms
[ 603] 12.080: took 19.013 ms
[ 604] 12.100: took 19.260 ms
[ 605] 12.120: took 19.222 ms
[ 606] 12.140: took 18.971 ms
[ 607] 12.160: took 19.271 ms
[ 608] 12.180: took 19.064 ms
[ 609] 12.200: took 19.379 ms
[ 610] 12.220: took 19.174 ms
[ 611] 12.240: took 19.225 ms
[ 612] 12.260: took 19.179 ms
[ 613] 12.280: took 19.217 ms
[ 614] 12.300: took 19.096 ms
[ 615] 12.320: took 18.902 ms
[ 616] 12.340: took 18.975 ms
[ 617] 12.360: took 19.125 ms
[ 618] 12.380: took 19.075 ms
[ 619] 12.400: took 18.952 ms
[ 620] 12.420: took 18.921 ms
[ 621] 12.440: took 18.988 ms
[ 622] 12.460: took 18.891 ms
[ 623] 12.480: took 18.928 ms
[ 624] 12.500: took 19.268 ms
[ 625] 12.520: took 18.951 ms
[ 626] 12.540: took 19.099 ms
[ 627] 12.560: took 19.116 ms
[ 628] 12.580: took 19.112 ms
[ 629] 12.600: took 19.035 ms
[ 630] 12.620: took 19.116 ms
[ 631] 12.640: took 19.095 ms
[ 632] 12.660: took 18.894 ms
[ 633] 12.680: took 19.162 ms
[ 634] 12.700: took 19.209 ms
[ 635] 12.720: took 19.108 ms
[ 636] 12.740: took 19.100 ms
[ 637] 12.760: took 19.188 ms
[ 638] 12.780: took 19.206 ms
[ 639] 12.800: took 18.928 ms
[ 640] 12.820: took 19.070 ms
[ 641] 12.840: took 18.967 ms
[ 642] 12.860: took 19.150 ms
[ 643] 12.880: took 19.065 ms
[ 644] 12.900: took 19.133 ms
[ 645] 12.920: took 19.253 ms
[ 646] 12.940: took 18.920 ms
[ 647] 12.960: took 18.998 ms
[ 648] 12.980: took 19.036 ms
[ 649] 13.000: took 19.155 ms
[ 650] 13.020: took 19.086 ms
[ 651] 13.040: took 19.123 ms
[ 652] 13.060: took 19.123 ms
[ 653] 13.080: took 19.387 ms
[ 654] 13.100: took 19.126 ms
[ 655] 13.120: took 19.064 ms
[ 656] 13.140: took 19.090 ms
[ 657] 13.160: took 19.245 ms
[ 658] 13.180: took 19.050 ms
[ 659] 13.200: took 19.183 ms
[ 660] 13.220: took 19.172 ms
[ 661] 13.240: took 19.301 ms
[ 662] 13.260: took 18.898 ms
[ 663] 13.280: took 19.193 ms
[ 664] 13.300: took 18.942 ms
[ 665] 13.320: took 19.095 ms
[ 666] 13.340: took 19.069 ms
[ 667] 13.360: took 19.049 ms
[ 668] 13.380: took 19.016 ms
